CostKey,Month Start Date,CampaignKey,ChannelKey,Cost Amount,Cost Type
164,2025-05-01,28,1,1243.97,Materials
165,2025-06-01,28,1,6474.72,Media
166,2025-06-01,28,1,2354.44,Agency
167,2025-06-01,28,1,2119.0,Staff
168,2025-06-01,28,1,824.06,Materials
169,2025-07-01,28,1,5938.42,Media
170,2025-07-01,28,1,2159.43,Agency
171,2025-07-01,28,1,1943.48,Staff
172,2025-07-01,28,1,755.8,Materials
173,2025-08-01,28,1,7200.26,Media
174,2025-08-01,28,1,2618.28,Agency
175,2025-08-01,28,1,2356.45,Staff
176,2025-08-01,28,1,916.4,Materials
177,2025-09-01,28,1,8578.18,Media
178,2025-09-01,28,1,3119.34,Agency
179,2025-09-01,28,1,2807.4,Staff
180,2025-09-01,28,1,1091.77,Materials
181,2025-10-01,28,1,11092.03,Media
182,2025-10-01,28,1,4033.46,Agency
183,2025-10-01,28,1,3630.12,Staff
184,2025-10-01,28,1,1411.71,Materials
185,2025-11-01,28,1,8863.34,Media
186,2025-11-01,28,1,3223.03,Agency
187,2025-11-01,28,1,2900.73,Staff
188,2025-11-01,28,1,1128.06,Materials
189,2025-12-01,28,1,28516.87,Media
190,2025-12-01,28,1,10369.77,Agency
191,2025-12-01,28,1,9332.79,Staff
192,2025-12-01,28,1,3629.42,Materials
193,2022-01-01,2,2,2196.21,Media
194,2022-01-01,2,2,798.62,Agency
195,2022-01-01,2,2,718.76,Staff
196,2022-01-01,2,2,279.52,Materials
197,2022-02-01,2,2,2037.25,Media
198,2022-02-01,2,2,740.82,Agency
199,2022-02-01,2,2,666.74,Staff
200,2022-02-01,2,2,259.29,Materials
201,2022-03-01,2,2,2481.77,Media
202,2022-03-01,2,2,902.46,Agency
203,2022-03-01,2,2,812.22,Staff
204,2022-03-01,2,2,315.86,Materials
205,2022-04-01,2,2,2138.31,Media
206,2022-04-01,2,2,777.57,Agency
207,2022-04-01,2,2,699.81,Staff
208,2022-04-01,2,2,272.15,Materials
209,2022-05-01,2,2,2603.61,Media
210,2022-05-01,2,2,946.77,Agency
211,2022-05-01,2,2,852.09,Staff
212,2022-05-01,2,2,331.37,Materials
213,2022-06-01,2,2,1873.27,Media
214,2022-06-01,2,2,681.19,Agency
215,2022-06-01,2,2,613.07,Staff
216,2022-06-01,2,2,238.42,Materials
217,2022-07-01,2,2,1477.54,Media
218,2022-07-01,2,2,537.29,Agency
219,2022-07-01,2,2,483.56,Staff
220,2022-07-01,2,2,188.05,Materials
221,2022-08-01,2,2,2320.48,Media
222,2022-08-01,2,2,843.81,Agency
223,2022-08-01,2,2,759.43,Staff
224,2022-08-01,2,2,295.33,Materials
225,2022-09-01,2,2,3555.85,Media
226,2022-09-01,2,2,1293.04,Agency
227,2022-09-01,2,2,1163.73,Staff
228,2022-09-01,2,2,452.56,Materials
229,2022-10-01,2,2,3065.01,Media
230,2022-10-01,2,2,1114.55,Agency
231,2022-10-01,2,2,1003.09,Staff
232,2022-10-01,2,2,390.09,Materials
233,2022-11-01,2,2,3347.66,Media
234,2022-11-01,2,2,1217.33,Agency
235,2022-11-01,2,2,1095.6,Staff
236,2022-11-01,2,2,426.07,Materials
237,2022-12-01,2,2,9189.36,Media
238,2022-12-01,2,2,3341.59,Agency
239,2022-12-01,2,2,3007.43,Staff
240,2022-12-01,2,2,1169.55,Materials
241,2023-01-01,11,2,1731.82,Media
242,2023-01-01,11,2,629.75,Agency
243,2023-01-01,11,2,566.78,Staff
244,2023-01-01,11,2,220.41,Materials
245,2023-02-01,11,2,1719.86,Media
246,2023-02-01,11,2,625.4,Agency
247,2023-02-01,11,2,562.86,Staff
248,2023-02-01,11,2,218.89,Materials
249,2023-03-01,11,2,2785.94,Media
250,2023-03-01,11,2,1013.07,Agency
251,2023-03-01,11,2,911.76,Staff
252,2023-03-01,11,2,354.57,Materials
253,2023-04-01,11,2,2867.85,Media
254,2023-04-01,11,2,1042.86,Agency
255,2023-04-01,11,2,938.57,Staff
256,2023-04-01,11,2,365.0,Materials
257,2023-05-01,11,2,1967.89,Media
258,2023-05-01,11,2,715.6,Agency
259,2023-05-01,11,2,644.04,Staff
260,2023-05-01,11,2,250.46,Materials
261,2023-06-01,11,2,2173.36,Media
262,2023-06-01,11,2,790.31,Agency
263,2023-06-01,11,2,711.28,Staff
264,2023-06-01,11,2,276.61,Materials
265,2023-07-01,11,2,1433.1,Media
266,2023-07-01,11,2,521.13,Agency
267,2023-07-01,11,2,469.01,Staff
268,2023-07-01,11,2,182.39,Materials
269,2023-08-01,11,2,2027.7,Media
270,2023-08-01,11,2,737.34,Agency
271,2023-08-01,11,2,663.61,Staff
272,2023-08-01,11,2,258.07,Materials
273,2023-09-01,11,2,3147.34,Media
274,2023-09-01,11,2,1144.49,Agency
275,2023-09-01,11,2,1030.04,Staff
276,2023-09-01,11,2,400.57,Materials
277,2023-10-01,11,2,3261.68,Media
278,2023-10-01,11,2,1186.07,Agency
279,2023-10-01,11,2,1067.46,Staff
280,2023-10-01,11,2,415.12,Materials
281,2023-11-01,11,2,3380.24,Media
282,2023-11-01,11,2,1229.18,Agency
283,2023-11-01,11,2,1106.26,Staff
284,2023-11-01,11,2,430.21,Materials
285,2023-12-01,11,2,9446.31,Media
286,2023-12-01,11,2,3435.02,Agency
287,2023-12-01,11,2,3091.52,Staff
288,2023-12-01,11,2,1202.26,Materials
289,2024-01-01,20,2,1430.82,Media
290,2024-01-01,20,2,520.3,Agency
291,2024-01-01,20,2,468.27,Staff
292,2024-01-01,20,2,182.1,Materials
293,2024-02-01,20,2,1906.8,Media
294,2024-02-01,20,2,693.38,Agency
295,2024-02-01,20,2,624.04,Staff
296,2024-02-01,20,2,242.68,Materials
297,2024-03-01,20,2,3068.97,Media
298,2024-03-01,20,2,1115.99,Agency
299,2024-03-01,20,2,1004.39,Staff
300,2024-03-01,20,2,390.6,Materials
301,2024-04-01,20,2,2744.84,Media
302,2024-04-01,20,2,998.12,Agency
303,2024-04-01,20,2,898.31,Staff
304,2024-04-01,20,2,349.34,Materials
305,2024-05-01,20,2,2104.67,Media
306,2024-05-01,20,2,765.34,Agency
307,2024-05-01,20,2,688.8,Staff
308,2024-05-01,20,2,267.87,Materials
309,2024-06-01,20,2,1398.41,Media
310,2024-06-01,20,2,508.51,Agency
311,2024-06-01,20,2,457.66,Staff
312,2024-06-01,20,2,177.98,Materials
313,2024-07-01,20,2,2169.69,Media
314,2024-07-01,20,2,788.98,Agency
315,2024-07-01,20,2,710.08,Staff
316,2024-07-01,20,2,276.14,Materials
317,2024-08-01,20,2,1745.37,Media
318,2024-08-01,20,2,634.68,Agency
319,2024-08-01,20,2,571.21,Staff
320,2024-08-01,20,2,222.14,Materials
321,2024-09-01,20,2,1708.23,Media
322,2024-09-01,20,2,621.17,Agency
323,2024-09-01,20,2,559.06,Staff
324,2024-09-01,20,2,217.41,Materials
325,2024-10-01,20,2,3742.0,Media
326,2024-10-01,20,2,1360.73,Agency
327,2024-10-01,20,2,1224.65,Staff
328,2024-10-01,20,2,476.25,Materials
329,2024-11-01,20,2,2838.7,Media
330,2024-11-01,20,2,1032.25,Agency
331,2024-11-01,20,2,929.03,Staff
332,2024-11-01,20,2,361.29,Materials
333,2024-12-01,20,2,9390.15,Media
334,2024-12-01,20,2,3414.6,Agency
335,2024-12-01,20,2,3073.14,Staff
336,2024-12-01,20,2,1195.11,Materials
337,2025-01-01,29,2,1907.17,Media
338,2025-01-01,29,2,693.52,Agency
339,2025-01-01,29,2,624.16,Staff
340,2025-01-01,29,2,242.73,Materials
341,2025-02-01,29,2,1756.51,Media
342,2025-02-01,29,2,638.73,Agency
343,2025-02-01,29,2,574.86,Staff
344,2025-02-01,29,2,223.56,Materials
345,2025-03-01,29,2,3107.85,Media
346,2025-03-01,29,2,1130.13,Agency
347,2025-03-01,29,2,1017.11,Staff
348,2025-03-01,29,2,395.54,Materials
349,2025-04-01,29,2,2697.44,Media
350,2025-04-01,29,2,980.89,Agency
351,2025-04-01,29,2,882.8,Staff
352,2025-04-01,29,2,343.31,Materials
353,2025-05-01,29,2,2523.77,Media
354,2025-05-01,29,2,917.73,Agency
355,2025-05-01,29,2,825.96,Staff
356,2025-05-01,29,2,321.21,Materials
357,2025-06-01,29,2,1737.36,Media
358,2025-06-01,29,2,631.77,Agency
359,2025-06-01,29,2,568.59,Staff
360,2025-06-01,29,2,221.12,Materials
361,2025-07-01,29,2,1521.07,Media
362,2025-07-01,29,2,553.11,Agency
363,2025-07-01,29,2,497.8,Staff
364,2025-07-01,29,2,193.59,Materials
365,2025-08-01,29,2,1969.98,Media
366,2025-08-01,29,2,716.36,Agency
367,2025-08-01,29,2,644.72,Staff
368,2025-08-01,29,2,250.73,Materials
369,2025-09-01,29,2,2367.38,Media
370,2025-09-01,29,2,860.86,Agency
371,2025-09-01,29,2,774.78,Staff
372,2025-09-01,29,2,301.3,Materials
373,2025-10-01,29,2,3057.21,Media
374,2025-10-01,29,2,1111.71,Agency
375,2025-10-01,29,2,1000.54,Staff
376,2025-10-01,29,2,389.1,Materials
377,2025-11-01,29,2,2958.09,Media
378,2025-11-01,29,2,1075.67,Agency
379,2025-11-01,29,2,968.1,Staff
380,2025-11-01,29,2,376.48,Materials
381,2025-12-01,29,2,6158.01,Media
382,2025-12-01,29,2,2239.28,Agency
383,2025-12-01,29,2,2015.35,Staff
384,2025-12-01,29,2,783.75,Materials
385,2022-01-01,3,3,96.45,Media
386,2022-01-01,3,3,35.07,Agency
387,2022-01-01,3,3,31.56,Staff
388,2022-01-01,3,3,12.28,Materials
389,2022-02-01,3,3,117.74,Media
390,2022-02-01,3,3,42.82,Agency
391,2022-02-01,3,3,38.53,Staff
392,2022-02-01,3,3,14.99,Materials
393,2022-03-01,3,3,139.76,Media
394,2022-03-01,3,3,50.82,Agency
395,2022-03-01,3,3,45.74,Staff
396,2022-03-01,3,3,17.79,Materials
397,2022-04-01,3,3,132.69,Media
398,2022-04-01,3,3,48.25,Agency
399,2022-04-01,3,3,43.43,Staff
400,2022-04-01,3,3,16.89,Materials
401,2022-05-01,3,3,122.59,Media
402,2022-05-01,3,3,44.58,Agency
403,2022-05-01,3,3,40.12,Staff
404,2022-05-01,3,3,15.6,Materials
405,2022-06-01,3,3,138.91,Media
406,2022-06-01,3,3,50.51,Agency
407,2022-06-01,3,3,45.46,Staff
408,2022-06-01,3,3,17.68,Materials
409,2022-07-01,3,3,107.88,Media
410,2022-07-01,3,3,39.23,Agency
411,2022-07-01,3,3,35.31,Staff
412,2022-07-01,3,3,13.73,Materials
413,2022-08-01,3,3,131.03,Media
414,2022-08-01,3,3,47.65,Agency
415,2022-08-01,3,3,42.88,Staff
416,2022-08-01,3,3,16.68,Materials
417,2022-09-01,3,3,114.42,Media
418,2022-09-01,3,3,41.61,Agency
419,2022-09-01,3,3,37.45,Staff
420,2022-09-01,3,3,14.56,Materials
421,2022-10-01,3,3,202.45,Media
422,2022-10-01,3,3,73.62,Agency
423,2022-10-01,3,3,66.26,Staff
424,2022-10-01,3,3,25.77,Materials
425,2022-11-01,3,3,168.07,Media
426,2022-11-01,3,3,61.12,Agency
427,2022-11-01,3,3,55.0,Staff
428,2022-11-01,3,3,21.39,Materials
429,2022-12-01,3,3,544.82,Media
430,2022-12-01,3,3,198.12,Agency
431,2022-12-01,3,3,178.31,Staff
432,2022-12-01,3,3,69.34,Materials
433,2023-01-01,12,3,104.02,Media
434,2023-01-01,12,3,37.83,Agency
435,2023-01-01,12,3,34.04,Staff
436,2023-01-01,12,3,13.24,Materials
437,2023-02-01,12,3,74.94,Media
438,2023-02-01,12,3,27.25,Agency
439,2023-02-01,12,3,24.53,Staff
440,2023-02-01,12,3,9.54,Materials
441,2023-03-01,12,3,201.42,Media
442,2023-03-01,12,3,73.24,Agency
443,2023-03-01,12,3,65.92,Staff
444,2023-03-01,12,3,25.64,Materials
445,2023-04-01,12,3,117.94,Media
446,2023-04-01,12,3,42.89,Agency
447,2023-04-01,12,3,38.6,Staff
448,2023-04-01,12,3,15.01,Materials
449,2023-05-01,12,3,172.52,Media
450,2023-05-01,12,3,62.74,Agency
451,2023-05-01,12,3,56.46,Staff
452,2023-05-01,12,3,21.96,Materials
453,2023-06-01,12,3,96.21,Media
454,2023-06-01,12,3,34.99,Agency
455,2023-06-01,12,3,31.49,Staff
456,2023-06-01,12,3,12.24,Materials
457,2023-07-01,12,3,103.15,Media
458,2023-07-01,12,3,37.51,Agency
459,2023-07-01,12,3,33.76,Staff
460,2023-07-01,12,3,13.13,Materials
461,2023-08-01,12,3,111.04,Media
462,2023-08-01,12,3,40.38,Agency
463,2023-08-01,12,3,36.34,Staff
464,2023-08-01,12,3,14.13,Materials
465,2023-09-01,12,3,114.57,Media
466,2023-09-01,12,3,41.66,Agency
467,2023-09-01,12,3,37.49,Staff
468,2023-09-01,12,3,14.58,Materials
469,2023-10-01,12,3,161.55,Media
470,2023-10-01,12,3,58.75,Agency
471,2023-10-01,12,3,52.87,Staff
472,2023-10-01,12,3,20.56,Materials
473,2023-11-01,12,3,170.76,Media
474,2023-11-01,12,3,62.1,Agency
475,2023-11-01,12,3,55.89,Staff
476,2023-11-01,12,3,21.73,Materials
477,2023-12-01,12,3,466.43,Media
478,2023-12-01,12,3,169.61,Agency
479,2023-12-01,12,3,152.65,Staff
480,2023-12-01,12,3,59.36,Materials
481,2024-01-01,21,3,73.65,Media
482,2024-01-01,21,3,26.78,Agency
483,2024-01-01,21,3,24.1,Staff
484,2024-01-01,21,3,9.37,Materials
485,2024-02-01,21,3,99.11,Media
486,2024-02-01,21,3,36.04,Agency
487,2024-02-01,21,3,32.44,Staff
488,2024-02-01,21,3,12.61,Materials
489,2024-03-01,21,3,149.59,Media
490,2024-03-01,21,3,54.4,Agency
491,2024-03-01,21,3,48.96,Staff
492,2024-03-01,21,3,19.04,Materials
493,2024-04-01,21,3,132.52,Media
494,2024-04-01,21,3,48.19,Agency
495,2024-04-01,21,3,43.37,Staff
496,2024-04-01,21,3,16.87,Materials
497,2024-05-01,21,3,209.9,Media
498,2024-05-01,21,3,76.33,Agency
499,2024-05-01,21,3,68.69,Staff
500,2024-05-01,21,3,26.71,Materials
501,2024-06-01,21,3,77.12,Media
502,2024-06-01,21,3,28.05,Agency
503,2024-06-01,21,3,25.24,Staff
504,2024-06-01,21,3,9.82,Materials
505,2024-07-01,21,3,74.03,Media
506,2024-07-01,21,3,26.92,Agency
507,2024-07-01,21,3,24.23,Staff
508,2024-07-01,21,3,9.42,Materials
509,2024-08-01,21,3,112.76,Media
510,2024-08-01,21,3,41.0,Agency
511,2024-08-01,21,3,36.9,Staff
512,2024-08-01,21,3,14.35,Materials
513,2024-09-01,21,3,180.46,Media
514,2024-09-01,21,3,65.62,Agency
515,2024-09-01,21,3,59.06,Staff
516,2024-09-01,21,3,22.97,Materials
517,2024-10-01,21,3,262.38,Media
518,2024-10-01,21,3,95.41,Agency
519,2024-10-01,21,3,85.87,Staff
520,2024-10-01,21,3,33.39,Materials
521,2024-11-01,21,3,235.1,Media
522,2024-11-01,21,3,85.49,Agency
523,2024-11-01,21,3,76.94,Staff
524,2024-11-01,21,3,29.92,Materials
525,2024-12-01,21,3,463.79,Media
526,2024-12-01,21,3,168.65,Agency
527,2024-12-01,21,3,151.78,Staff
528,2024-12-01,21,3,59.03,Materials
529,2025-01-01,30,3,101.76,Media
530,2025-01-01,30,3,37.0,Agency
531,2025-01-01,30,3,33.3,Staff
532,2025-01-01,30,3,12.95,Materials
533,2025-02-01,30,3,162.99,Media
534,2025-02-01,30,3,59.27,Agency
535,2025-02-01,30,3,53.34,Staff
536,2025-02-01,30,3,20.74,Materials
537,2025-03-01,30,3,101.84,Media
538,2025-03-01,30,3,37.03,Agency
539,2025-03-01,30,3,33.33,Staff
540,2025-03-01,30,3,12.96,Materials
541,2025-04-01,30,3,160.06,Media
542,2025-04-01,30,3,58.2,Agency
543,2025-04-01,30,3,52.38,Staff
544,2025-04-01,30,3,20.37,Materials
545,2025-05-01,30,3,175.34,Media
546,2025-05-01,30,3,63.76,Agency
547,2025-05-01,30,3,57.38,Staff
548,2025-05-01,30,3,22.32,Materials
549,2025-06-01,30,3,120.18,Media
550,2025-06-01,30,3,43.7,Agency
551,2025-06-01,30,3,39.33,Staff
552,2025-06-01,30,3,15.3,Materials
553,2025-07-01,30,3,99.58,Media
554,2025-07-01,30,3,36.21,Agency
555,2025-07-01,30,3,32.59,Staff
556,2025-07-01,30,3,12.67,Materials
557,2025-08-01,30,3,118.89,Media
558,2025-08-01,30,3,43.23,Agency
559,2025-08-01,30,3,38.91,Staff
560,2025-08-01,30,3,15.13,Materials
561,2025-09-01,30,3,125.7,Media
562,2025-09-01,30,3,45.71,Agency
563,2025-09-01,30,3,41.14,Staff
564,2025-09-01,30,3,16.0,Materials
565,2025-10-01,30,3,223.79,Media
566,2025-10-01,30,3,81.38,Agency
567,2025-10-01,30,3,73.24,Staff
568,2025-10-01,30,3,28.48,Materials
569,2025-11-01,30,3,105.16,Media
570,2025-11-01,30,3,38.24,Agency
571,2025-11-01,30,3,34.42,Staff
572,2025-11-01,30,3,13.38,Materials
573,2025-12-01,30,3,521.38,Media
574,2025-12-01,30,3,189.59,Agency
575,2025-12-01,30,3,170.63,Staff
576,2025-12-01,30,3,66.36,Materials
577,2022-01-01,4,4,1401.28,Media
578,2022-01-01,4,4,509.56,Agency
579,2022-01-01,4,4,458.6,Staff
580,2022-01-01,4,4,178.35,Materials
581,2022-02-01,4,4,1107.12,Media
582,2022-02-01,4,4,402.59,Agency
583,2022-02-01,4,4,362.33,Staff
584,2022-02-01,4,4,140.91,Materials
585,2022-03-01,4,4,1994.97,Media
586,2022-03-01,4,4,725.44,Agency
587,2022-03-01,4,4,652.9,Staff
588,2022-03-01,4,4,253.91,Materials
589,2022-04-01,4,4,1604.36,Media
590,2022-04-01,4,4,583.4,Agency
591,2022-04-01,4,4,525.06,Staff
592,2022-04-01,4,4,204.19,Materials
593,2022-05-01,4,4,1872.73,Media
594,2022-05-01,4,4,680.99,Agency
595,2022-05-01,4,4,612.89,Staff
596,2022-05-01,4,4,238.35,Materials
597,2022-06-01,4,4,1576.08,Media
598,2022-06-01,4,4,573.12,Agency
599,2022-06-01,4,4,515.81,Staff
600,2022-06-01,4,4,200.59,Materials
601,2022-07-01,4,4,1315.3,Media
602,2022-07-01,4,4,478.29,Agency
603,2022-07-01,4,4,430.46,Staff
604,2022-07-01,4,4,167.4,Materials
605,2022-08-01,4,4,1486.97,Media
606,2022-08-01,4,4,540.72,Agency
607,2022-08-01,4,4,486.64,Staff
608,2022-08-01,4,4,189.25,Materials
609,2022-09-01,4,4,1885.05,Media
610,2022-09-01,4,4,685.47,Agency
611,2022-09-01,4,4,616.93,Staff
612,2022-09-01,4,4,239.92,Materials
613,2022-10-01,4,4,1689.34,Media
614,2022-10-01,4,4,614.31,Agency
615,2022-10-01,4,4,552.88,Staff
616,2022-10-01,4,4,215.01,Materials
617,2022-11-01,4,4,2435.17,Media
618,2022-11-01,4,4,885.52,Agency
619,2022-11-01,4,4,796.96,Staff
620,2022-11-01,4,4,309.93,Materials
621,2022-12-01,4,4,6678.66,Media
622,2022-12-01,4,4,2428.6,Agency
623,2022-12-01,4,4,2185.74,Staff
624,2022-12-01,4,4,850.01,Materials
625,2023-01-01,13,4,1473.96,Media
626,2023-01-01,13,4,535.98,Agency
627,2023-01-01,13,4,482.39,Staff
628,2023-01-01,13,4,187.59,Materials
629,2023-02-01,13,4,760.74,Media
630,2023-02-01,13,4,276.63,Agency
631,2023-02-01,13,4,248.97,Staff
632,2023-02-01,13,4,96.82,Materials
633,2023-03-01,13,4,1529.02,Media
634,2023-03-01,13,4,556.01,Agency
635,2023-03-01,13,4,500.41,Staff
636,2023-03-01,13,4,194.6,Materials
637,2023-04-01,13,4,1406.5,Media
638,2023-04-01,13,4,511.46,Agency
639,2023-04-01,13,4,460.31,Staff
640,2023-04-01,13,4,179.01,Materials
641,2023-05-01,13,4,1450.39,Media
642,2023-05-01,13,4,527.41,Agency
643,2023-05-01,13,4,474.67,Staff
644,2023-05-01,13,4,184.59,Materials
645,2023-06-01,13,4,1633.8,Media
646,2023-06-01,13,4,594.11,Agency
647,2023-06-01,13,4,534.7,Staff
648,2023-06-01,13,4,207.94,Materials
649,2023-07-01,13,4,664.33,Media
650,2023-07-01,13,4,241.58,Agency
651,2023-07-01,13,4,217.42,Staff
652,2023-07-01,13,4,84.55,Materials
653,2023-08-01,13,4,1436.31,Media
654,2023-08-01,13,4,522.29,Agency
655,2023-08-01,13,4,470.06,Staff
656,2023-08-01,13,4,182.8,Materials
657,2023-09-01,13,4,2108.53,Media
